asin,sentence,helpful,main_image_url,product_title
B000ANVPPQ,"( Stefani  Powers 1942- ) is due home from college , but G.W.s happy reuninon with his daughter is tempered the arrival of his headstrong wife Katherine (O?Hara) , who left him two years earlier .",0.7000000000000001,http://ecx.images-amazon.com/images/I/51VKBZFQRRL.jpg,McLintock! (Authentic Collector's Edition)
B00L5LDWP8,I thought this was a big Wagon,0.8,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B00000J0JF,", I admit that I genuinely looked forward to playing Labyrinth with the family each day.",1.3,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
0399157867,Norah is stunned to find out her husband isn't as trustworthy as she had always believed.,0.8,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B00000J0JF,I haven't gotten bored of it yet.,1.2,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00000J0JF,I bought this for a Christmas game and the whole family loved it.,1.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00013M6NU,"By April 15, it still hadn't arrived.",0.7000000000000001,http://ecx.images-amazon.com/images/I/41XR3APDJBL.jpg,Nikon MH-61 Battery Charger for Nikon EN-EL5 Batteries
0761165975,"I was in a hurry to use it, so I just kept it.",0.6000000000000001,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B008MPKAPK,"Was aware of the touchy tuning, so it wasn't a surprise.",1.2,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B00000FCBH,"Okay, seriously -- if you love rap, or even if you only like rap a little, you should buy this album.",1.3,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
0375703764,"was ""The Raw Shark Texts"".",0.2,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
1402241372,"So I check them out and pick up ""The Winter Sea"" for my first book, and I love it.",1.2,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00C30FCUI,"Just for comparison, I have used Sony's In-ear phones for PS Vita and in my opinion",1.1,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0399157867,but instead it just gets worse.,0.2,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B001DKO7R8,You know it eats your battery life.,0.9,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B000002KB8,"The song ""Wicked World"" just plain rocks.",1.2,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B000P0J09C,Joker is not as sadistic as the Batman character of the same name but is moving in that direction by movie’s end.,1.0,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B00007E7K9,The V-shaped style works great for placing your small lens into.,1.6,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B00000F1D3,CHER'S CD 'BELIEVE' IS SOOO COOL!!!!!!,1.2,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
0671015206,"The statistical data shows that most millionaires don't live in fancy houses, drive fancy cars, belong to country clubs or eat out a lot.",1.0,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B000002IAO,"it's era, but Iron Butterfly have a great sense of melody that frequently saves them from sounding dated.",1.0,http://ecx.images-amazon.com/images/I/91erUc5swfL.jpg,In-A-Gadda-Da-Vida
0451414047,I grew up listening to Selena's music and remember the day she was murdered.,0.6000000000000001,http://ecx.images-amazon.com/images/I/51kOlFQ7DpL.jpg,"To Selena, with Love"
B00B0DWB62,but then again it is alway summer in California !,0.4,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B000002GJH,Albums like this don't come often.,1.2,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
B00062RV18,"Motor is indeed loud'ish, but that reminds us to shut it off.",1.1,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B00081NX5U,"Other than that, the speakers themselves are great.",1.5,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00ITOAYOQ,My grandchildren love it!,1.2,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00IUAAJY4,so you really are only paying for this kit.,0.7000000000000001,http://ecx.images-amazon.com/images/I/71t-qhB6ugL.jpg,Lulu Jr. Illustory -  Craft Kit
B00005JPMZ,This movie was really horrible.,1.0,http://ecx.images-amazon.com/images/I/91vXjsklrTL.jpg,TMNT
B000002KHF,I would give this 50 stars if possible.,1.7000000000000002,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B000AO3L84,The product was exactly as listed and it was shipped by regular ground service and arrived quicker than I anticipated.,1.3,http://ecx.images-amazon.com/images/I/41XAEKR9D1L.jpg,Canon 430EX Speedlite Flash for Canon EOS SLR Cameras - Older Version
B004OS8J98,Highly recommend for your little Batman and DC Superfriends fanatics.,1.5,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
B00000JZC7,"If you like true soul music, songs/music springing from the depth of the soul, Ms. Ndegeocello will  command your attention.",1.4,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
0064430170,"He is interested to this book and read all the pages, it really surprise me!",1.4,http://ecx.images-amazon.com/images/I/61ZfoLVFjnL.jpg,Goodnight Moon
0783225482,"the best line is ""u pushed me down the stairs!!!!!""",0.9,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B003T90WY8,"For those us us with ""unusual"" ears - or better put, those that can not use iBuds",1.3,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B0007U00XK,This lens came highly recommended from a photographer friend of mine and I am very pleased to say it does not disappoint.,1.7000000000000002,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
0451232852,You can tell there is a lot of time and research spent in all of his writings.,1.2,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
0064430170,My daughter seems to love this book...,1.4,http://ecx.images-amazon.com/images/I/61ZfoLVFjnL.jpg,Goodnight Moon
B00000J0JF,Very fun board game for most ages,1.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00AR1G3FS,The sound quality of the BluRay is amazing with the 5.1 mixing being my favorite.,1.7000000000000002,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
B001DKO7R8,"This give me total flexibility to buy Micro SD cards and use them on all my digital cameras and other electronic devices like PDA, Cell Phone and MP3 players.",1.5,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B00SVYNSRE,"Otherwise, you will likely find nothing on here to keep you satisfied, and would do best to call it a day and keep only to the older and far superior material from this band.",1.2,http://ecx.images-amazon.com/images/I/71eOmDn76+L.jpg,Human
B000W7F5SS,This has been one of my favorites of the series.,1.1,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B00023GGHQ,Production wise on this soundtrack is well presented and top notch recording techniques.,1.4,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B004UKNJCM,Opening up the tower and the dungeon added to the attraction of the game.,1.1,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
0375703764,This has been one of the most difficult reads I've encountered in my twenty-some years as an avid reader.,1.6,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00BPEJX12,"In this film, Gary King (Simon Pegg) gets his friends back together to re-do a home-town pub crawl that they had attempted back in school.",1.0,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
B00000J0JF,:) it takes thinking and thats what i likeyou have to put your thinking cap on and get to where you need to go kinda like life,1.3,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
0470474874,(I tend to bend a little of an intermediate user to advanced user who is trying to learn how to create dashboards).***ORIGINAL REVIEW:,0.8,http://ecx.images-amazon.com/images/I/51p1iitErRL.jpg,Excel 2010 Bible
B00000F1D3,All of the songs are great!!!,1.4,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B00005QT9O,"""you are not alone in your feelings"" way, and leaves you smiling...or out-right laughing.",1.2,http://ecx.images-amazon.com/images/I/51PR4CJZZ1L.jpg,Mixed Nuts
B000ANVPP6,"This is one of ""The Duke's"" best performances.",1.2,http://ecx.images-amazon.com/images/I/51AzKokhsEL.jpg,Hondo (Full Screen)
0618871713,"This book is categorized as a graphic novel, and I see it completely that way.",0.9,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B000P0J09C,but I guess most of the sympathies goes to Vincent D'Onofrio's unforgettable Private Pyle.,0.9,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B00SVYNSRE,The liner notes give credit to the whole band for songwriting.,1.2,http://ecx.images-amazon.com/images/I/71eOmDn76+L.jpg,Human
B000002GJH,fallen in love with them too) collaboration and rushed out and bought the CD.,1.4,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
0375703764,There are also many syntactical manipulations to the text.,1.2,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0061235970,it has been since she was two.,0.2,http://ecx.images-amazon.com/images/I/61ARpCYs2bL.jpg,Fancy Nancy: Tea for Two
B00023GGHQ,"Additionally, the interpretation by today's artists are quite interesting against those of Cole Porter himself and his contemporaries.",1.5,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B00C30FCUI,The packaging was easy to open and very nice looking.,1.2,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00B0DWB62,Turn over stepping stones and look for worms.,0.8,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00004UFOO,"With 50 pens, it is not realistic to put them all back in the plastic slots, which means they went in the bag, the tape became less sticky and they fell out all over the place.",1.3,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
0790731886,Arthur and Linda hook up immediately.,1.1,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
B000L212HC,"This movie and ""The Illusionist"" are both great.",1.5,http://ecx.images-amazon.com/images/I/51whgYqON5L.jpg,The Prestige [Blu-ray]
0375703764,this book is a creative masterpiece.,1.7000000000000002,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B000002KB8,this is raw and bold for its time.,0.9,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B000002KHF,A Christmas gift for a Van Morrison lover.,0.9,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
0671015206,"At the end, it's all common sense as in almost all business books.",1.5,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B0061ZFWBU,These headphones are comfortable and the sound that comes out is fantastic.,1.9,http://ecx.images-amazon.com/images/I/61HR6WxXX1L.jpg,Connectland Stereo Wired Headphone & Microphone Lightweight 40mm Speaker Music Gaming Stylish Teal CL-AUD63035
B000AO3L84,good flash and works fine,1.9,http://ecx.images-amazon.com/images/I/41XAEKR9D1L.jpg,Canon 430EX Speedlite Flash for Canon EOS SLR Cameras - Older Version
0671015206,"Most interestingly, I learned a lot from a section about siblings.",1.4,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B0010K8IM6,and I thought what did I do?,0.4,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B0000658L4,"She loves cutting the pizza and playing pretend, putting it in the play oven and serving everyone slices.",1.1,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
0671015206,The author makes the observation that a household divided in financial orientation is unlikely to accumulate wealth.,1.1,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
0375703764,So I think they might just be...,0.1,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0018QROM2,i think now i will need a pair (,0.6000000000000001,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B000HKDE7Y,"I enjoy the entire cd, but really love track #'s 1, 3, 4 & 5, 6.",1.6,http://ecx.images-amazon.com/images/I/71L+iEd8uZL.jpg,Struggle From The Subway To The Charts
0451232852,This book is dangerous because it is easy to read and interesting but the writer really tried to put a 2015 Liberal spin on history.,1.1,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B00C30FCUI,"The headphones are super great quality, they are made with wood which provides quality sound,",1.8,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B0061ZFWBU,"This looks like a product labeling issue, possibly due to the 3rd party seller via Amazon.",0.7000000000000001,http://ecx.images-amazon.com/images/I/61HR6WxXX1L.jpg,Connectland Stereo Wired Headphone & Microphone Lightweight 40mm Speaker Music Gaming Stylish Teal CL-AUD63035
B00013M6NU,"Being a genuine NIKON part, it charges the NIKON EN EL5 battery I have and also a Duracell replacement battery I bought with no problems.",1.3,http://ecx.images-amazon.com/images/I/41XR3APDJBL.jpg,Nikon MH-61 Battery Charger for Nikon EN-EL5 Batteries
B00C30FCUI,Have seen these advertised for several months but have never purchased one of this style.,0.7000000000000001,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0375703764,"“Prometheus, thief of light, giver of light, bound by the gods, must have been a book.",1.0,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0006ZOV5E,"Soon-to-be Eisley classics like ""Telescope Eyes,"" ""Memories,"" and ""Marvelous Things"" blend perfectly with the newer tracks like ""Lost at Sea and ""Plenty of Paper,""",1.2,http://ecx.images-amazon.com/images/I/81nhkvWohBL.jpg,Room Noises
B00000J0JF,Essentially the board pieces move around indicated by arrows that are on the edge of the board.,0.8,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B000NP46K2,It WILL NOT BE A EVERYDAY USE lens.,1.0,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
B00023GGHQ,"There really should be a disclaimer stating that while they may be wonderful actors, their singing ability is just about like any other guy on the street.",1.4,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B000W7F5SS,Other DVDs work correctly in same DVD player.,1.2,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
0375703764,I live in the state with the largest cave system in the world.,0.5,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0000658L4,All the kids that come to play go straight for it.,1.4,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B000L212HC,"Awesome Item, good price, I couldn't be happier with the purchase I did and its price, btw its condition too :D",1.6,http://ecx.images-amazon.com/images/I/51whgYqON5L.jpg,The Prestige [Blu-ray]
B003IHUHGE,The right driver gave out after 2-1/2 years.,0.8,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B001SEQPGK,- I don't want all the bells and whistles,1.0,http://ecx.images-amazon.com/images/I/71KLvmtcN9L.jpg,Sony Cyber-shot DSC-W290 12 MP Digital Camera with 5x Optical Zoom and Super Steady Shot Image Stabilization
B0000DZTIW,You can't lose with Zimmer.,0.6000000000000001,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B000P0J09C,Good condition and arrived fast,1.1,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B00ITOAYOQ,Shipped fast and product that was as described.,1.2,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00B0DWB62,It is easy to unplug the drain and clean it out.,1.5,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00BLG5CSC,They slip a little when I'm running,1.3,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
0553386697,"This is specially important for understanding young children who are right hemisphere dominate, especially during the first three years.",1.7000000000000002,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B00C30FCUI,I so desperately need to focus on my job.,0.4,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00000JZC7,"She obviously did not intend for  ""Bitter"" to be a heartpounding, heavy bass, head bopping CD, and  that is the point of it all.",1.1,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
B00AR1G3FS,they featured two excellent guitar players in Don Felder and Joe Walsh.,1.5,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
0761165975,Purchased two of these for my friends who recently got engaged.,0.9,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B00KU9LQUO,"(I swear I'm not a paid sponsor for them, but you will see me mention TableTop on most of my game reviews since that is my main inspiration for table top gaming)!",0.8,http://ecx.images-amazon.com/images/I/91H7TLUPYqL.jpg,King of New York Board Game
B00NAPJ8DM,"I had to use a lot of pressure to squeeze these pieces together, way more than any kid could do, and they still would not fit tight the way real Legos do.",1.5,http://ecx.images-amazon.com/images/I/51iuUDn1osL.jpg,Building Bricks - 1000 pc Bulk Blocks w 54 Roof Pieces and Better Variety - Tight Fit with All Brands
B0018QROM2,"I previously had a budget Yamaha CC, when I upgraded my floor speakers",0.2,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B003RHZ66Q,This is definitely the worst of the movies in the Barbie series.,1.2,http://ecx.images-amazon.com/images/I/51VSSaW5VAL.jpg,Barbie: A Fashion Fairytale
B000ONDRFS,It's handy and easy to use.,1.4,http://ecx.images-amazon.com/images/I/81CofGfT-hS.jpg,Flip Video Camcorder
B0015DNIOG,"I can't believe I have to pay to return this item, but I'm definitely going to.",1.4,http://ecx.images-amazon.com/images/I/61qxonlw3OL.jpg,Canon Battery Pack NB-6L
B0006ZOV5E,"Friends at my school know me for my wide selection of cds and musical tastes, and I'm so excited to add Eisley to my collection.",1.1,http://ecx.images-amazon.com/images/I/81nhkvWohBL.jpg,Room Noises
B00000F1D3,There are no decent tracks on.,0.7000000000000001,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B00081NX5U,Just got around to mounting the speakers and using them.,0.5,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
0671015206,there is nothing to be learned from this book.,1.1,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
0375703764,They do everything in their power to make the distinguished undistinguished.,1.2,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0375703764,There are 3 stories and more within this tome.,1.2,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B003G9ZQQA,"great game keeps you paying attention to what other players are playing,",1.9,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B0015450T6,It is exactly what we needed.,1.5,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B0007U00XK,"Unfortunately, my friend told me about the lens issue one week after the return window closed.",1.1,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
0061208493,He takes the subject of Christianity to a new level.,1.1,http://ecx.images-amazon.com/images/I/81rZBiijb1L.jpg,The Complete C. S. Lewis Signature Classics
B000ANVPPQ,Came in a timely fashion.,1.0,http://ecx.images-amazon.com/images/I/51VKBZFQRRL.jpg,McLintock! (Authentic Collector's Edition)
B003G9ZQQA,We've played this game a few times and it's been a lot of fun.,1.1,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B00000FCBH,"but their are still really good songs that he made, but",1.3,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B000002GJH,"P.S. Don't overlook the last song, All Night Thing.",0.8,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
B0001WE6U2,I recommend this lens hood for the Nikon 18-140mm lens.[[ASIN:B0001WE6U2,1.8,http://ecx.images-amazon.com/images/I/71Y5cye6RCL.jpg,Nikon HB-32 Flower Type Lens Shade for 18-70mm DX Nikkor Lens
B003G9ZQQA,"Being made of wood and metal, they're also going to be more durable than their plastic brethren.",1.45,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B00BPEJX12,Final thoughts: these guys were unbelievably outstanding fighters for average middle age men.,1.0,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
B003IHUHGE,"For comparison, both the entry-level SR-60 Grado headphones and the in-ear Grados, both less than $100, sound vastly superior to these (and to the Bose).",1.5,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B0015450T6,It was more expensive however after receiving it,0.9,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B00C30FCUI,"Since I listen to a lot of podcasts and sometimes watch movies, these are fine but for music are just not for me.",1.4,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B0010K8IM6,Cheap price and great amp.,1.5,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B00C30FCUI,I've been back home for two weeks and already received several complaints from my parents about me not hearing them when listening to my music.,1.1,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00IUAAJY4,She colored her own pictures and wrote her own text.,0.9,http://ecx.images-amazon.com/images/I/71t-qhB6ugL.jpg,Lulu Jr. Illustory -  Craft Kit
0553386697,"Here’s the thing... “debunked neuroscience” or not, this book brings forth a completely new perspective for disciplining a child.",1.4,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B00081NX5U,I couldn't be happier with these speakers.,1.3,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B0017O3UHI,"I give all credit to this idea from several websites that take you through the process of canning cable/satellite and going antenna, and I strongly recommend that you use them before buying.",1.4,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
B0009PEU3Y,Must apply continual pressure after battery snaps in for all terminals to make contact to charge battery.,1.6,http://ecx.images-amazon.com/images/I/61MrefGvNiL.jpg,"Nikon MH-18a Quick Battery Charger for the EN-EL3e Battery compatible with Nikon D80, D200, D300 and D700 Digital SLR Cameras"
B00C30FCUI,It is incredible what I can get at this price.,1.4,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0783225482,"special effects are very good--e.g., a woman with a huge gunshot opening through her stomach.",1.5,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B00000F1D3,Most of the songs would seem  like just another string of meaningless pop music.,1.5,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B008MPKAPK,"when you need it, that will pull in stations from FAR AWAY!!!!",1.2,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
0553386697,This book needed a much more competent editor.,1.1,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B004OS8J98,"It's a pretty big playset given the micro size of the action figures, and I think that helps in making the adventures seem larger than life.",1.8,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
B00000J0JF,Game arrived in perfect condition.,1.3,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00C30FCUI,The sound quality is much better than I actually thought it would be considering the price.,1.4,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B004OS8J98,He was extremely excited to open it.,1.0,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
B000ANVPPQ,Can't go wrong with John Wayne!!!,0.5,http://ecx.images-amazon.com/images/I/51VKBZFQRRL.jpg,McLintock! (Authentic Collector's Edition)
B00000FCBH,Accompanying the piano the Guitar brings the same strength that Amari Shakur (Tupac's mother) does through her son's hardships.,1.1,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
